"","movieTitle","score","regDate","wom"
"9285","베를린",9,"2013-04-25","9.0이런 수준급의 첩보영화를 찍을수 있다는게 기분좋은 영화. 액션씬이 좋았지만 왠지 좀더 화려하게 못하고 움추린듯해서 아쉬운 영화                    "
"2441","레드: 더 레전드",1,"2013-07-25","1.0미국에서 ㅈ망한 영화...대참패..                    "
"3234","언어의 정원",10,"2015-01-21","10.0이렇게 좋은 작품을 선사해 주셔서 감사합니다.^^                    "
"9708","우아한 거짓말",8,"2014-07-07","8.0예상외로 자칫 심각성은 알겠으나 관심도가 떨어질 만한 주제였음에도 굉장히 내욜을 잘풀어갔음...고아성양 연기를 별로 안내켜했는데... 이 영화에선 정말 잘 어울리더군요...                    "
"2563","베를린",2,"2013-02-04","2.0난 북한말 어색해서 대사 할때마다 몰입도 방해되고 스토리도 크게 반전이랄것도 없고기대도 안했는데 진짜 재미 없던데...                    "
"3315","시네마 천국",10,"2014-10-22","10.0말이 필요없는 명작 중의 명작이다. 나도 토토와 함께 울고 있었다                    "
"7133","인터스텔라",10,"2014-11-21","10.0여건만 허락한다면 몇번이고 다시 보고 싶은 영화                    "
"5617","빠삐용",8,"2013-10-25","8.0빠삐용이 타고있던 코코넛밑에 수영복입은 남자사람이 받치고 있는게 보임.. 명작에 이런 옥의티라니.. 헐;                     [1]                    "
"1418","베오울프",8,"2015-01-30","8.0잘 만들었는데 과속운전해서 역으로 까였네                    "
"6049","미조",6,"2014-11-26","6.0정말 안타까운 영화네요. 국내 상영을 위해 너무 많이 난도질 해서...기본 줄거리 마저도 엉망이 되어버렸네요. 이래서야 어디 영화로 나타내고자 했던 의도가 제대로 표현되겠습니까? 그누구보다 감독이 정말 마음이 아프겠네요. 일본에서는 무삭제 상영을 한다는데...한국 영화를 정작 한국에서 편집본으로 봐야 하다니..                    "
"7281","나의 사랑 나의 신부",1,"2014-10-13","1.0...음....                    "
"9837","어메이징 스파이더맨 2",5,"2014-05-09","5.0요래 갖고 DC한테 되긋나...                    "
"9630","이다",10,"2015-03-13","10.0살아서 본 영화 중에 최고.                    "
"3904","감기",5,"2013-09-08","5.0그럭저럭                    "
"4206","길버트 그레이프",10,"2013-08-14","10.0내용-연기-관객 몰입. 영화가 아름다우려면 보는 사람이 내가 저 장면들 어딘가에 속해있다는 느낌이 들게 하는 게 필수인데 오랜만에 그런 영화를 봤습니다.20대 대한민국 남자들에게 강력 추천합니다.                    "
"3550","관상",10,"2013-09-15","10.0우선송강호연기쩔고 이정재연기도갑이고 진정한남자상 진짜 멋있다 두번봤다 이정재땜에 연기겁나잘하는 이정재 송강호울때마다 같이운.....정말 대박나세요 남자냄새물씬 멋있다                     [1]                    "
"2099","용의자",10,"2013-12-30","10.0공유 처형장에서 탈출하던 장면  정말 잘찍었네요. 변호인보다 낫네. 돈이 아깝지 않네요. 강추                    "
"41","제보자",10,"2014-11-30","10.0잘 보았네요.정의는 살아있다.                    "
"8644","빅매치",8,"2014-11-30","8.0킬링타임용으로 딱이네 볼만해 뭔그리큰기댈했길그래 이미 어떤 영화인지 대강 알고봤을거아냐 볼만해                     "
"5661","용의자 X의 헌신",8,"2013-01-05","8.0조금 지루하지만 충분히 몰입할 수 있습니다 마지막 반전을 예상하지 못했는데 좀 놀랐어요 한 편으로는 너무 슬프고 안타까워서... 괜찮은 영화예요 한국판을 볼지, 이걸 볼지 고민하는 분들은 이거 보셨으면 좋겠네요                    [1]                    "
"4769","다이빙벨",10,"2014-11-13","10.0저들은 두려우면 피하고 감추고, 거부한다그럴수록 더욱 만천하에 드러나게 될것을...                    "
"1275","폼페이: 최후의 날",10,"2014-02-24","10.0나 원래 연예인들 별로 안좋아하는데 폼페이 보고 키트 해링턴한테 푹 빠졌다..ㅜㅜ                    "
"7161","변호인",10,"2013-12-26","10.0가슴이 두근거리고, 콧등이 시큰한 영화임다.                    "
"6195","변호인",10,"2013-12-29","10.0무슨 말이 필요한가? 극장가서 보시길                    "
"2345","또 하나의 약속",10,"2014-02-09","10.0보고난 후 여운이 많이 남는...                     "
"3440","그 강아지 그 고양이",10,"2013-05-21","10.0순수하고 유쾌한 영화 ^^ 재미있었습니다.                    "
"1140","맨 오브 스틸",9,"2013-06-20","9.0새로운 슈퍼맨을 여는 만큼 기대이상 유머코드가 적어서 호불호가 갈릴만 하지만 충분히 몰입도 있는 재밌는 영화.                    "
"8126","80일간의 세계 일주",0,"2015-01-24","0.0재미없었다 We Are Family Team WAF                    "
"1645","기술자들",10,"2014-12-25","10.0개꿀잼!!우빈님 완전 멋있게 나옴 기럭지하며 능청스런 연기 그리고 반전까지♥                    "
"9007","국제시장",10,"2015-02-01","10.0아버지가 보고싶습니다                    "
"2432","말할 수 없는 비밀",2,"2014-03-01","2.0지루                    "
"3181","노브레싱",1,"2013-11-23","1.0우와. 진짜 오랜만에 느껴보는 진정한 망작을 봤네요. 이종석이랑 서인국을 좋아해서 그래도 조금은 기대를 했는데.. 2시간동안 엔딩을 보기위해 몇번이나 포기하고 싶었는지 모르겠네요.감독은 도대체 뭔생각인건지....                    "
"8290","님아, 그 강을 건너지 마오",10,"2015-02-21","10.0눈물이 멈추질 않는...두분 알콩달콩 모습은 사랑스러워 웃음이 나고. 한평생 사랑하고 살 부비며 서로를 꽃처럼 이뻐라 하고... 진정 성공한 인생이지 않나 싶다.                    "
"9703","해무",2,"2014-08-17","2.0진짜 별로다 배우보고 봤지만 기대에 미치지못하는 내용과 연출이였다 안타깝다 배우들의 연기력는 좋았지만ㅜㅜ 연기력으로 커버하기엔 너무별로ㅜㅜ                    "
"9427","컬러풀 웨딩즈",10,"2014-10-24","10.0많이웃구.감동두있구프랑스영화  본중에 젤로 재밌었음.^^~애두 보여주구싶당.                    "
"7744","쾌걸 조로리의 대대대대모험",0,"2013-06-05","0.0...대.다.나.다...                    "
"6229","관능의 법칙",7,"2014-02-20","7.0뻔한시나리오가 전개될거라생각했는데 의외로반전이계속되면서 재밌게전개되고해피엔딩으로 마무리되어 더욱 깔끔했다 다만,엄정화캐릭터는좋은데 엄정화연애상대캐릭터가 점수다 깍아먹는것같다 아무리영화고 요즘그런현상이많이일어나지만 그래도 대부분은 정상적이고 영화는 바른방향으로 영향을끼쳐야박수를받는다                    "
"8542","프레스티지",2,"2014-02-06","2.0지루함. 반전도 반복적이라 지루하고 예상가능                    "
"5853","깡철이",4,"2013-12-01","4.01등급 연기력 그리고 3류급시나리오 쩝~                    "
"3901","어메이징 스파이더맨 2",5,"2014-04-27","5.0아.....친구랑 보고왔는데 멘붕그래픽 보고 내맨탈이 붕괴됨 특히 멕스                    "
"7016","전설의 주먹",9,"2013-04-17","9.0유준상 너무 좋아요ㅠㅠ진짜 연기도 잘하고 멋있어서 영화보는데 눈이 즐거웠어요~                    "
"7432","스승의 은혜",9,"2013-09-26","9.0상처란 무엇인가 돌이켜보게 되는 영화다.타인의 상처에 공감하지 못하는 (나 자신을 포함한),인간의 상처와 극복에 대한 메세지를 전하는영화다. 서영희의 배역에 대한 이해와 해석능력이돋보이는 영화.난 좋았다.  무서웠다.  울었다.                    "
"7160","변호인",10,"2014-01-02","10.0평점 10점. 사심이다. 부정하지 않겠다. 솔직히 다른 천만영화가 가지고 있는 재미, 영상 등의 요소는 덜할 지도 모른다. 그러나 공감대와 감동은 어떨까? 송강호의 송우석도 곽도원의 차동영도 한국사회 소시민의 모습이다. 차동영이 소시민의 아집과 욕망을 대변한다면 송우석은 소시민들의 상식과 정의, 진심의 모습이다                    "
"140","초콜렛 도넛",10,"2014-10-02","10.0진정한 사랑의 의미를 느끼게 해주는 참좋은 영화! 꼭보세요! 연기자들의 연기도 정말 좋습니다.                    "
"1653","끝까지 간다",10,"2014-05-29","10.0이런 한국영화도 있다!                    "
"2505","다이하드 : 굿 데이 투 다이",6,"2013-02-09","6.0다이하드 시리즈중 최악이지만 액션장면들은 봐줄만 한 것들이 있다. 영화곳곳에 개연성없는 장면들이 너무 많이 일일이 나열할 수가 없다.                    "
"3956","클로버필드",10,"2014-03-12","10.0재밌습니다                    "
"5071","해무",10,"2014-08-16","10.0별 4개정도 주고싶은데 명량보고 이거보니구성이 너무 촘촘해보여서 10개준다연기는 일단 굿이고 주인공들이 너무싸이코적이긴 하지만 전개는 충분히 개연성이 있어보인다                    "
"3691","혐오스런 마츠코의 일생",9,"2013-01-26","9.0역사의 뒤안길에 사라져간 모든 사람들의 삶이 어지 그저 단순하겠는가?크기의 차이가 있을뿐,저마다 파란만장한 인생을 살다 간것이다.오늘 이 영화를 보고 어떤 장면에서(잘 기억이 안나네..--살아온 삶 또한 얼마나 기억 할까마는..) 눈물을 펑펑 흘렸다.사랑하는 이가 있다면 결코 포기하지 마라.                    "
"4055","관상",10,"2013-09-18","10.0솔직히 존나 재밌다 10점 많이 쏴줘도 아깝지않을정도                    "
"1640","강남 1970",10,"2015-01-24","10.0여운이 오래 남네요~ 폭력성이 짙긴한데 그래서 더 처절하네요~ 종대의 눈빛이 오래 기억으로 남을거 같아요                    "
"9463","제로법칙의 비밀",4,"2014-08-27","4.0테리 길리엄 자신의 1984년도 걸작 '브라질'에서 중심이 되는 컨셉/아이디어를 가져와 만든 작품. 굉장히 소란스럽고, 치명적인 혼란스러움 속에서 나름의 주제를 이야기하고자 하지만, 그걸 풀어낼만한 철학적 바탕과 기법의 발전이 전혀없다. 오히려 빈곤하다.                    "
"8362","박수건달",9,"2013-01-09","9.0재미있어요^^                    "
"7460","타워",9,"2012-12-22","9.063빌딩옆에 세워진 글래스 타워가 실제 존재하는 건물처럼 생생해서 실제 같아요. 특히 헬기에서 눈뿌리는 장면은 정말 멋집니다. 스케일도 크고 배우들의 연기도 좋아요. 볼거리가 풍부한 영화입니다. 끝부분 전화 장면에서 눈물이 주루룩....                    "
"9073","관상",10,"2013-09-16","10.0다들연기가 후덜덜                    "
"4637","비긴 어게인",9,"2014-12-07","9.0애덤 안 좋아했었는데 보고 나니 노래가 머릿속에서 떠나질 않음                    "
"2586","수상한 그녀",9,"2014-01-27","9.0절대 후회하지않을 영화.... 웃고울고반전까지.....ㅋ                    "
"7498","은밀하게 위대하게",8,"2013-06-06","8.0어제봣는데 재밋게봣어요 킬림타임용으로 딱이에요                    "
"5760","우는 남자",4,"2014-06-06","4.0진짜 장동건님 나온다는거 하나로 보러갔는데ㅠㅜ이건.,.. 내용도 부실.... 온통 죽이는거 뿐이고.....장동건님 하나 영웅 만들라고.... 홍콩 옛날꺼 가져다가 스캔 뜬거같은 느낌??? 감동도 없고.... 정말.... 중간에 나올라했다가 결말이 도데체 뭘까해서 봤건만... 동건님이 총 맞았는데도 오랫동안 안죽고 대화함ㅠㅜ                    "
"2034","노예 12년",10,"2014-02-27","10.0배우들의 미친 연기력에 감탄 또 감탄..!! 정말 영혼을 울리는 연기였어요.                    "
"208","천안함 프로젝트",10,"2013-09-10","10.0더 이슈가 돼서 많은 이들이 보고 진실을 알았으면 좋겠다                    "
"5989","변호인",10,"2013-12-31","10.0솔직히 첨에 너무 기대했나?  했네요... 중반이후 결말까지 완전 대박임... ㅠㅠ 여친 몰래 눈물찍...                    "
"4238","개구쟁이 스머프 2",10,"2013-08-12","10.0엔딩노래가너무조앗고웬지스멒가지고시프다아                    "
"7402","빅 히어로",10,"2015-01-26","10.0정말 재미있어요 . .^^                    "
"3078","그루지",4,"2013-02-01","4.0필요없어 그루지 1 죽어버려                    "
"2423","엑소더스: 신들과 왕들",10,"2014-12-03","10.0IMAX 3D 압도당한다. 스토리는 우려했었는데. 생각보다 정말 쉽게 받아들여지네요. 스케일은 정말 괜히 리들리스콧이 아니라는 생각입니다. 무조건 큰 화면에서 보세요. 만족하실겁니다.                    "
